BillOfMaterialsID,ProductAssemblyID,ComponentID,StartDate,EndDate,UnitMeasureCode,BOMLevel,PerAssemblyQty,ModifiedDate
1777,977,907,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1778,,959,"06/19/20 00:00:00",,"EA ",0,1.00,"06/05/20 00:00:00"
1779,,969,"06/19/20 00:00:00",,"EA ",0,1.00,"06/05/20 00:00:00"
1780,959,952,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1781,969,952,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1782,959,949,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1783,760,945,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1784,755,945,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1785,755,819,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1786,959,946,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1787,959,941,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1788,969,941,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1789,,965,"06/19/20 00:00:00",,"EA ",0,1.00,"06/05/20 00:00:00"
1790,960,952,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1791,960,949,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1792,761,945,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1793,749,717,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1794,960,946,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1795,960,941,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1796,980,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1797,779,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1798,985,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1799,772,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1800,982,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1801,781,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1802,987,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1803,774,894,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1804,829,506,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1805,823,507,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1806,989,823,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1807,973,827,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1808,756,827,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1809,793,828,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1810,991,823,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1811,975,827,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1812,962,829,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1813,954,829,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1814,758,827,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1815,795,828,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1816,993,823,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1817,956,829,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1818,754,827,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1819,957,829,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1820,797,518,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1821,997,517,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1822,769,517,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1823,799,518,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1824,999,517,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1825,801,518,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1826,977,517,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1827,766,517,"06/19/20 00:00:00",,"EA ",1,1.00,"06/05/20 00:00:00"
1828,994,525,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1829,819,527,"06/19/20 00:00:00",,"EA ",2,36.00,"06/05/20 00:00:00"
1830,514,530,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1831,802,531,"06/19/20 00:00:00",,"EA ",3,1.00,"06/05/20 00:00:00"
1832,814,533,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1833,808,398,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1834,818,931,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1835,817,921,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1836,827,922,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1837,943,534,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1838,747,534,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1839,917,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1840,918,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1841,919,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1842,920,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1843,830,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1844,831,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1845,832,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1846,904,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1847,905,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1848,906,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1849,743,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1850,744,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1851,745,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1852,746,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1853,739,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1854,740,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1855,741,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1856,742,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1857,736,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1858,737,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1859,738,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1860,722,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1861,723,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1862,724,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1863,725,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1864,726,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1865,727,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1866,728,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1867,729,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1868,730,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1869,731,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1870,732,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1871,733,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1872,734,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1873,735,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1874,833,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1875,834,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1876,835,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1877,836,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1878,838,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1879,839,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1880,840,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1881,680,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1883,718,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1884,719,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1885,720,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1886,721,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1887,717,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1888,903,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1889,895,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1890,896,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1891,897,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1892,898,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1893,899,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1894,900,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1895,901,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1896,902,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1897,886,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1898,890,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1899,891,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1900,892,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1901,893,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1902,887,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1903,888,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1904,889,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1905,885,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
1906,924,326,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1907,925,326,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1908,926,326,"08/19/20 00:00:00",,"EA ",2,1.00,"08/05/20 00:00:00"
1909,927,326,"06/19/20 00:00:00",,"EA ",2,1.00,"06/05/20 00:00:00"
1910,771,996,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1916,973,806,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1925,789,806,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1928,979,994,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1932,751,951,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1935,954,821,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1936,773,810,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1937,777,807,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1938,,999,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",0,1.00,"08/18/20 00:00:00"
1941,955,948,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1945,758,806,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1947,770,907,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1950,,753,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",0,1.00,"08/18/20 00:00:00"
1956,532,484,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",2,2.00,"08/18/20 00:00:00"
1998,926,326,"06/19/20 00:00:00","08/18/20 00:00:00","EA ",1,2.00,"08/18/20 00:00:00"
1999,706,325,"06/19/20 00:00:00",,"EA ",2,2.00,"06/05/20 00:00:00"
2000,3,2,"07/08/20 00:00:00",,"EA ",3,10.00,"06/24/20 00:00:00"
2001,779,995,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2002,994,3,"07/08/20 00:00:00",,"EA ",2,10.00,"06/24/20 00:00:00"
2003,814,324,"07/08/20 00:00:00",,"EA ",2,2.00,"06/24/20 00:00:00"
2004,771,951,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2005,814,326,"07/08/20 00:00:00",,"EA ",2,1.00,"06/24/20 00:00:00"
2006,822,327,"09/07/20 00:00:00",,"EA ",2,1.00,"08/24/20 00:00:00"
2007,984,948,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2008,771,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2009,989,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2010,785,945,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2011,775,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2012,748,804,"07/08/20 00:00:00",,"EA ",2,1.00,"06/24/20 00:00:00"
2013,980,815,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2014,815,400,"07/08/20 00:00:00",,"EA ",2,1.00,"06/24/20 00:00:00"
2015,824,401,"09/07/20 00:00:00",,"EA ",2,1.00,"08/24/20 00:00:00"
2016,782,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2017,942,399,"07/08/20 00:00:00",,"EA ",2,1.00,"06/24/20 00:00:00"
2018,824,490,"09/07/20 00:00:00",,"EA ",2,36.00,"08/24/20 00:00:00"
2019,943,492,"07/08/20 00:00:00",,"OZ ",2,8.00,"06/24/20 00:00:00"
2020,748,494,"09/07/20 00:00:00",,"OZ ",2,8.00,"08/24/20 00:00:00"
2021,822,496,"07/08/20 00:00:00",,"OZ ",2,8.00,"06/24/20 00:00:00"
2022,519,497,"07/08/20 00:00:00",,"EA ",2,4.00,"06/24/20 00:00:00"
2023,797,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2024,981,994,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2025,974,995,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2026,776,996,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2027,,961,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2028,981,952,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2029,780,952,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2030,974,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2031,978,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2032,783,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2033,997,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2034,786,830,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2035,793,838,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2036,750,718,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2037,978,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2038,768,811,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2039,798,812,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2040,786,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2041,768,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2042,793,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2043,768,938,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2044,798,939,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2045,798,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2046,982,994,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2047,975,995,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2048,777,996,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2049,,784,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2050,,998,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2051,982,952,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2052,781,952,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2053,975,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2054,979,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2055,966,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2056,784,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2057,998,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2058,781,742,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2059,790,719,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2060,979,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2061,966,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2062,769,811,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2063,799,812,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2064,787,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2065,769,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2066,794,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2067,769,938,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2068,799,939,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2069,799,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2070,983,994,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2071,976,995,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2072,778,996,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2073,,976,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2074,,752,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2075,983,952,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2076,976,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2077,967,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2078,999,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2079,967,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2080,770,811,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2081,800,812,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2082,788,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2083,770,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2084,795,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2085,770,938,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2086,800,939,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2087,800,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2088,958,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2089,968,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2090,958,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2091,968,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2092,801,812,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2093,796,806,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2094,531,487,"07/08/20 00:00:00",,"EA ",4,1.00,"06/24/20 00:00:00"
2095,956,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2096,754,995,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2097,759,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2098,754,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2099,792,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2100,765,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2101,964,902,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2102,759,818,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2103,977,811,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2104,977,938,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2105,964,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2106,755,995,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2107,,957,"07/08/20 00:00:00",,"EA ",0,1.00,"06/24/20 00:00:00"
2108,760,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2109,755,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2110,953,948,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2111,766,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2112,760,818,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2113,953,821,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2114,957,807,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2115,957,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2116,761,950,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2117,767,945,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2118,761,818,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2119,965,907,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2120,973,894,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2121,762,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2122,756,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2123,789,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2124,975,894,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2125,751,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2126,764,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2127,758,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2128,791,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2129,753,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2130,759,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2131,754,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2132,792,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2133,761,894,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2134,828,506,"07/08/20 00:00:00",,"EA ",2,2.00,"06/24/20 00:00:00"
2135,815,507,"07/08/20 00:00:00",,"EA ",2,1.00,"06/24/20 00:00:00"
2136,826,510,"09/07/20 00:00:00",,"EA ",2,1.00,"08/24/20 00:00:00"
2137,772,825,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2138,762,826,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2139,979,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2140,966,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2141,774,825,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2142,764,826,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2143,971,829,"09/07/20 00:00:00",,"EA ",1,1.00,"08/24/20 00:00:00"
2144,958,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2145,968,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2146,759,826,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2147,959,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2148,969,829,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2149,761,826,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
2150,984,514,"07/08/20 00:00:00",,"EA ",1,1.00,"06/24/20 00:00:00"
